coordinate,Charity Organizations,Network Science and Technology,Outdoor Sports Shop,Notarial Survey Organization,Bank Related,Company,Northeastern Chinese Food,Yon ho,Other Farming Forestry Animal Husbandry and Fishery Base,Social Group Related,Bank of Shanghai,Islamic Food,Supermarket,The Export-Import Bank of China,Agricultural Products Market,Brand Bags and Suitcases Store,University & College,China Development Bank,Telecommunication Company,Forest Farm,Foreign Food Restaurant,Stomatological Hospital,Park Box Office,Concert Hall,Recreation Center,Economical Chain Hotel,Photo Finishing,Travel Agency,Science & Education Cultural Place,CGB,Industrial Bank,NIKE,Building Related,GOME,Shanghai Pudong Development Bank,China Life Insurance Company,State Tax Authority,City Plaza,Chemical and Metallurgy,Famous Enterprise,ATM,Digital Electronics,Advertisement and Decoration,Fishing Spot,Other Asian Food,Theatre,Card & Chess Room,Four-star Hotel,Dessert House,Gym Center,Vegetarian Food,Ticket Office,Stationary Store,Train Ticket Office,Five-star Hotel,Tea House,Communist Youth League,Sports & Recreation Places,Shopping Centre,HSBC,Bank,Zhejiang Food,Industrial Building,Disco,CD/DVD Shop,Basketball Stadium,Horse-Betting Center,Residential Quarter,Sea Food,Hubei Food,Medical Supplies,The People's Insurance Company of China,Evaluation Firm,Home Building Materials Market,Clinic,Finance & Insurance Institution,Russian Food,Pharmacy,Disease Prevention,Bus IC Card,Golf Course,Local Tax Authority,Platform,Funeral House,Exit,Agency,Shanghai Food,Museum,Industry Association,Aquarium,Motorcycle Service Related,Coach Ticket Office,Traffic Management Station,Shanghai Commercial Bank,Bank of Tokyo-Mitsubishi UFJ,Outdoor Gym Facility,Airport Departure/Arrival,Camping Site,Flower Shop,Skating Rink,Service Centre,Commuter Bus Station,Middle School,Media Organization,ABN AMRO Bank,Used Automobile Dealer,KTV,China Merchants Bank,Water Sports Centre,Italian Food,Brand Clothing Store,Sasa,China Telecom Office,Governmental & Social Groups Related,Construction Company,Automobile Repair,Town Level Government and Institution,Office of Securities Business,Children's Store,CRC express,Pool Room,Freight Ports,Disabled Persons' Federation,Public Beach,Huaxia Bank,Hotpot Restaurant,Social Security Organization,Cultural Palace,Standard Chartered Bank,Beach,Infectious Disease Hospital,Airport Related,Exit,Public Security Accreditation,Chinese Food Restaurant,Automobile Rescue,PARKnSHOP,Steak House,Enterprises,Watches Shop,Business Office Building,National View Spot,Comprehensive Market,Administration for Industry & Commerce,Bank of Beijing,China Mobile Hong Kong,School,Pet Clinic,Ticket Business Correlation,Publishing House,Light Rail Station,Chaozhou Food,Bookstore,Orthopedic Hospital,Home Electronics Hypermarket,China Construction Bank,Watsons,China Tietong Office,Reebok,China Mobile Office,Dazhong,Arts Organization,Ferry Ticket Office,Auction House,Telecom Office,Pub,Provincial View Spot,Deco Cloth Store,American Food,Audit Firm,Filling Station,Complex Food,Flea Market,Suning,Charging Station,Procuratorate,Vehicle Management Authority,Democratic Party,China Minsheng Bank,Maternity Hospital,Shandong Food,Journal Publisher,Cemetery,Taxi,Football Field,Passenger Port,Police Station,Icecream Shop,Tumor Hospital,Community Center,Planetarium,Camera Shop,Express Post,Border Crossing,Shops,Consumers' Association,Traditional Brand,Golf Related,Shenzhen Rural Commercial Bank,Mediterranean Food,Commercial Street,Emergency Center,Building,Anhui Food,Newspaper Office,Carrefour,Amusement Park,Scenery Spot,Medical Company,Comprehensive Home Electronics Shopping Center,Beauty and Hairdressing Store,Court,Traffic Vehicle Management Related,Wing Hang Bank,Commercial-residential Building,Foreign Organization Related,German Food,Three-star Hotel,Gift Store,Research Institution,Church,Science & Technology Museum,Hunan Food,Badminton Court,Automobile Club,Villa,Bowling Hall,Accounting Firm,Nursing Home,District & County Level Government and Institution,Ping An Bank,Vegetable Market,Youth Hostel,Pizza Hut,Professional Service Firm,Wal-Mart,Park,China CITIC Bank,DBS,Furniture Store,Logistics Service,Parking Lot Entrance,Chest Hospital,Fujian Food,Rural Commercial Bank,Library,Indoor Booth,The Royal Bank of Scotland,Fire Fighting Organization,Personal Care Items Shop,AAA Class Hospital,Kindergarten,Hong Kong Hang Seng Bank,Jiangsu Food,Young Pioneer,Public Bank (Hong Kong),Sichuan Food,Maxim's,Pet Market,Fruits Market,Red Cross,Lighting & Porcelain Market,Food & Beverages Related,Local Products Franchise Store,Vocational Technical School,French Food,Other Energy Station,Coach Station,Information Centre,Church,The People's Bank of China,Motorcycle Repair,Plants & Pet Market,Agricultural Bank of China,Dormitory,Art Gallery,Sports Store,Exhibition Hall,Transportation Service Related,Ferry Station,Railway Station,Squash Court,Pedestrian Street,Bakery,Move Service,Starbucks Coffee,Small Commodity Market,METRO,Filling Station,Botanical Garden,Park & Square,Golf Accessories Shop,BMW Lifestyle,Facilities within the park,View Point,Antique Shop,Internet Bar,Convention & Exhibition Center,Mexican Food,Huatai Property Insurance Company Ltd.,Farm,Taekwondo Venue,China Everbright Bank,Bath & Massage Center,Saint's Alp Teahouse,Hospital,Airport Freight Station,Plastic Surgery,Duty-free Shop,Fruit Cultivation Base,South Korean Cuisine,Theatre & Cinema Related,Brain Hospital,Sports Centre,Industrial and Commercial Taxation Institution,Tobacco & Wine Franchise Store,Automobile Maintenance/Decoration,Hostel,Commercial House Related,Fast Food Restaurant,Post Office,Car Wash,Public Parking Lot,Franchise Store,British Food,Mining Company,Facilities within the School,Electric Supply Service Office,Convenience Store,Cafe de Coral,Funeral Facilities,Archives Hall,Brand Shoes Store,Health Center,Machinery and Electronics,Jewelry Store,Reserved Parking Lot,China Pacific Insurance Company,Veterinary Hospital,Freight Railway Station,Zoo,Driving School,Daily Life Service Place,Table Tennis Hall,Airline Tickets Office,Mobile Handsets Sales,Water Supply Service Office,Taikang Life Insurance Company,Ophthalmology Hospital,Shopping Plaza,Postal Savings Bank of China,State Level Organization & Institution,Factory,Fairwood,Adult Education,Training Institution,JPMorgan Chase Bank,Golf Training Course,Teahouse,Logistics Warehouse Space,Seafood Market,Buddhist & Taoist Temple,Port & Marina,Thai/Vietnamese Food,Laundry,Departure Lounge,Industrial Park,Cantonese Food,Northwestern Chinese Food,Plucking Park,ICBC,Foreign Embassy and Consulate,Optical Shop,Beijing Food,Taiwan Food,Bank of Communications,Tennis Court,Medical and Health Care Service Place,Job Center,Bus Station Related,Leisure Food Restaurant,Recreation Place,Night Club,Holiday & Nursing Resort,Get a Refund for a Ticket,Automobile Parts Sales,Hardware Store,Below Town level Government and Institution,Pawn House,Elementary School,Citibank,Memorial Hall,Baby Service Place,Non-local Government Representative Office,Flower Nurserey Base,China Unicom Office,Natatorium,Brazilian Food,Pasture,Automobile Service Related,Sell Ticket,Airport,Clothing Store,Wing Lung Bank,Vegetable Planting Base,Residential Area,Mosque,Brand Leather Ware Store,Nanyang Commercial Bank,Public Security Organization,adidas,Pacific Coffee Company,Mannings,Hotel,Women's Federation,Coffee House,Radio Station,Ski Field,Prefecture Level Government and Institution,TV Station,CRC,Law Firm,Governmental Organization Related,Poultry Breeding Base,Insurance Company,Ping An Insurance Company of China,China Reinsurance Company,Dah Sing Bank,Cemetery,Race Track,Provincial Level Government and Institution,Western Restaurant,Baby Natatorium,Shopping Related Places,Patent Office,Finance Company,Traffic Management Authority,Psychiatric Hospital,Bank of China,Bank of East Asia,Circle K,Japanese Cuisine,Local Special Food,Lottery Store,Motorcycle Sales,Automobile Sales,Horse Riding Club,Yunnan & Guizhou Food,Commercial Trade,Authentication Services,Heliport,New China Life Insurance Company,McDonald's,Sports Places,Cinema,Parking Lot Related,Ferry Terminal,Special Trade House,Indian Food,Bike Shop,Medicine Health Care Related,Waiting Room,Game Center,Endorse the Ticket,Ticket Entrance,Securities Company,Veterinary Station,PUMA,Roadside Parking Lot,UBC Coffee,Parking Lot Exit,Yoshinoya,Resort,Parking Lot Entrance & Exit,7-ELEVEn,Home Building Materials Market,Li-Ning,Tourist Attraction,Vehicle Assessment Service,KFC,Subway Station,Special Hospital,Pet's Store,Accommodation Service Related,ENT Hospital,Automobile Rental,Repair Store,Kitchen Supply
[[]],2,68,11,6,4,818,0,0,0,3,0,7,25,0,5,5,1,0,5,0,51,15,0,1,6,0,28,19,79,1,1,6,8,0,3,0,0,2,3,1,68,26,7,0,9,0,0,0,73,20,0,5,8,3,3,14,0,56,9,2,28,9,0,0,0,0,0,24,18,1,19,1,2,50,13,486,0,11,1,0,0,1,0,0,0,49,6,0,7,0,0,0,0,1,0,0,0,0,55,1,7,0,0,7,0,1,3,5,0,11,326,0,2,21,2,4,0,21,60,0,0,0,0,0,0,44,1,0,2,0,0,0,45,0,347,0,0,9,530,17,70,0,15,0,0,0,1,1,0,0,0,5,3,0,28,2,6,0,0,4,0,0,0,2,4,120,0,20,0,0,0,3,0,0,17,0,0,0,3,0,0,0,0,0,3,0,2,76,0,1,0,1,1,0,4,1,0,0,0,0,6,0,0,2,3,3,13,0,3,2,212,0,0,0,1,1,4,1,34,11,0,0,19,0,0,0,1,3,0,2,6,0,1,3,10,1,3,4,0,5,54,32,0,0,0,1,0,0,2,70,1,10,1,0,0,0,29,0,0,5,0,3,431,0,0,0,2,0,0,0,0,0,0,5,0,1,18,1,100,0,4,0,0,89,1,13,0,0,0,0,1,1,0,0,0,0,4,6,0,0,0,3,1,31,0,0,0,4,0,0,21,1,0,0,0,22,7,3,39,184,4,0,102,235,0,0,0,0,64,2,0,1,72,2,31,115,14,0,0,0,0,1,448,0,2,14,0,0,0,56,2,0,1,2,1,102,2,0,16,0,2,0,0,15,5,0,1,34,13,0,5,0,36,0,7,2,3,22,3,59,22,5,0,0,0,1,9,5,3,2,1,0,0,3,0,3,4,1,0,15,0,0,357,0,0,30,0,13,0,2,12,1,2,19,0,98,0,0,20,0,0,20,8,0,10,1,0,0,0,0,0,41,0,784,0,0,0,0,5,1,0,69,104,9,0,15,0,4,49,0,0,1,4,3,6,31,0,0,3,2,1,0,3,0,2,33,0,0,45,0,45,1,0,41,4,2,1,8,0,5,10,0,0,26,2,8,8,15
